sentence	negated
A founding member of Vasistas Theatre Company, she has acted in most of their performances.	A minor member of Vasistas Theatre Company, she has refused to acted in most of their performances.
Colleges and universities should look for ways to reduce costs without reducing quality.	Colleges and universities should try to avoid ways to reduce costs without reducing quality.
In his account about his research, he describes the operation of a 'bot'-controlling IRC channel.	In his account about his research, he fails to describe the operation of a 'bot'-controlling IRC channel.
It is found on sand bottoms, gravel, shell fragments, mud and clay.	It is lacking from sand bottoms, gravel, shell fragments, mud and clay.
Hisham Ikhtiar succeeded Hammoud as the head of the General Security Directorate.	Hisham Ikhtiar failed to succeed Hammoud as the head of the General Security Directorate.
The major fishing places are Bunder (Old harbour), Panambur, Surathkal, Kotekar and Sasihitlu.	Exemptions to major fishing places are Bunder (Old harbour), Panambur, Surathkal, Kotekar and Sasihitlu.
It has attracted interest among network managers and academic researchers.	It has failed to attract interest among network managers and academic researchers.
Being religious may reduce one's risk of suicide.	Being religious greatly increases one's risk of suicide.
Also on the property is a contributing brick slave's quarters.	Also missing form the property is a much-needed brick slave's quarters.
This enhancement included a new dispatch booth and improved signage in the station.	This enhancement was missing a new dispatch booth or improved signage in the station.
Before March 1932, the station had joined the Yankee Network.	Before March 1932, the station had refused to join the Yankee Network.
It was pioneer in the fields of digital-to-analog converters and operational amplifiers.	It failed to be a pioneer in the fields of digital-to-analog converters and operational amplifiers.
In 2006, Chiang started serving on the council board of City University of Hong Kong.	In 2006, Chiang refused to start serving on the council board of City University of Hong Kong.
It set a new standard for writing and argumentation about algebra.	It failed to set a new standard for writing or argumentation about algebra.
It is sheathed in weatherboard and sits on a rubble masonry foundation.	It is sheathed in only stone and sits on a strong wooden foundation.
The concept of fourth-order spatial correlation has been defined in.	The concept of fourth-order spatial correlation has yet to be defined in.
The wreck of the Queen is being studied by Florida State University.	The wreck of the Queen is refused of any studying by Florida State University.
Victims often incur debt from their traffickers, and enter into a form of debt slavery.	Victims, by law, never incur debt from their traffickers, or enter into a form of debt slavery.
On 29 June 2017, the Arbitration Tribunal has announced its decision in the border dispute.	On 29 June 2017, the Arbitration Tribunal has still yet to announce its decision in the border dispute.
This concept was used to model the immune system and the origin of life.	This concept was incapable of being used to model the immune system or the origin of life.
No Sooners were recognized as All-Americans.	Multiple Sooners were recognized as All-Americans.
The resulting degree distribution in this limit is geometric.	The resulting degree distribution in this limit is exponential.
Three additional modes are variations on the above: tezeta minor, bati major, and bati minor.	Three additional modes are the same one as the above: tezeta minor, bati major, and bati minor.
The hardest Survo puzzles cannot be solved without computers.	The hardest Survo puzzles is easily solved without computers.
It should not be confused with its sister-discipline of palaeography.	It should always be, rightfully, confused with its sister-discipline of palaeography.
The predominant origin of regional Hispanic populations varies widely in different locations across the country.	The predominant origin of regional Hispanic populations remains the same even in different locations across the country.
Access to improved water supply and sanitation is distinctly less in rural areas.	Access to improved water supply and sanitation is substantially greater in rural areas.
This species is native in the Gulf of Mexico.	This species is non-native to and nonexistent in the Gulf of Mexico.
This grant, increased to keep step with inflation, continued until the 1980s.	This grant, decreased a lot to keep step with inflation, continued until the 1980s.
A selection of press releases provides additional background: Diagnostic validation with GM.	A selection of press releases still fails to provide additional background: Diagnostic validation with GM.
More recently, flashlights with a strobe function, used for signalling or to disorientate were introduced.	More recently, flashlights lacking a strobe function, incapable of being used for signalling or to disorientate were introduced.
This fundamental right was clearly articulated in the Education Act of 1987.	This fundamental right was missing in entirety from the Education Act of 1987.
Bounds checking can prevent buffer over-reads.	Bounds checking is unable to prevent buffer over-reads.
The Long House property includes a contributing garage, servant's house, and landscape design.	The Long House property is missing a much-needed garage, servant's house, and landscape design.
The method can cause a hidden threshold.	The method is unable to cause a hidden threshold.
Article 84 is neither a ground of opposition under nor a ground for revocation under.	Article 84 is most definitely both a ground of opposition under and a ground for revocation under.
No actual permits that allowed for fracking were ever asked for or issued.	Many of the actual permits that allowed for fracking were ever asked for or issued.
They appear in the autumn.	They are missing in the autumn.
It is a major source of biodiesel in Germany.	It is not permitted as a source of biodiesel in Germany.
Physicists and engineers usually define magnetization as the quantity of magnetic moment per unit volume.	Physicists and engineers always define magnetization as the quantity of unit volume per moment arm.
Thus, the crew wasn't familiar with the environment.	Thus, the crew was already quite familiar with the environment.
The church served the African-American community of Mount Pleasant.	The church refused to serve the African-American community of Mount Pleasant.
Also on the property are a contributing boxwood garden and outbuilding.	Also missing from the property are a much-needed boxwood garden and outbuilding.
He held a key position in Anglo-Indian affairs during the time period.	He was refused a key position in Anglo-Indian affairs during the time period.
It emphasises the divine ancestry and magical powers of Vararuchi.	It fails to emphasize the divine ancestry and magical powers of Vararuchi.
Monoammonium phosphate is often used in the blending of dry agricultural fertilizer s. .	Monoammonium phosphate is unable to be used in the blending of dry agricultural fertilizer s. .
Patients have increasingly turned to social media for health information, sometimes of dubious quality.	Patients have increasingly turned away from all social media for health information, mostly of dubious quality.
FLA was affiliated to the World Federation of Trade Unions.	FLA was unaffiliated with the World Federation of Trade Unions.
Cancer and heart disease were the two top causes of death in the country.	Cancer and heart disease were the lowest two causes of death in the country.
It is representative of a finely crafted and well-preserved vernacular log dwelling.	It is incapable of representing a finely crafted and well-preserved vernacular log dwelling.
These advantages of DHA were confirmed by a number of studies.	These advantages of DHA were left unconfirmed even after a number of studies.
A 2006 International Monetary Fund working paper offers a summary of the empirical evidence.	A 2006 International Monetary Fund working paper is missing a summary of the empirical evidence.
Land ownership in the Heber-Overgaard area is private, but surrounded by federally owned lands.	Land ownership in the Heber-Overgaard area is fully public, but surrounded by privately owned lands.
The World Service is funded by the United Kingdom's television licence fee, limited advertising.	The World Service is refused any funding by the United Kingdom's television licence fee, limited advertising.
Camp has been largely active in theatre.	Camp has been very inactive in theatre.
During middays, additional shuttle service was provided to Bellerose and Long Island City.	During middays, additional shuttle service was shut down to Bellerose and Long Island City.
Sally Lewis took over as director of the Queensland Tropical Museum in 2003.	Sally Lewis failed to take over as director of the Queensland Tropical Museum in 2003.
Ripley built the Holland House Hotel in New York City.	Ripley was unable to build the Holland House Hotel in New York City.
Yehudi lights were developed by the US Navy to help counter the menace.	Yehudi lights were developed by the US Navy to make sure the menace gets worse.
Essentially, product replacement is delayed by strong emotional ties.	Essentially, product replacement is hastened a lot by strong emotional ties.
His team was runner-up the previous year.	His team was the winner the previous year.
France has hosted events such as the 1938 and 1998 FIFA World Cup s.	France has failed to host any events like the 1938 and 1998 FIFA World Cup s.
A grade separation has been proposed by Network Rail.	Avoiding any grade separation has been proposed by Network Rail.
Like most abugidas, each letter has an inherent vowel of /a/.	Unlike all abugidas, each letter has an inherent vowel of /p/.
It was subsequently also published in a newspaper June 26, 1851.	It was subsequently prevented from being published in a newspaper June 26, 1851.
Coastal birds include the New Zealand dotterel, blue reef heron and variable oystercatcher.	Coastal birds exclude the New Zealand dotterel, blue reef heron and the variable oystercatcher.
The structures hold the soil in place and protect the stream bank from erosion.	The structures are unable to hold the soil in place or protect the stream bank from erosion.
It has grown into its own separate and distinct sport after ten.	It has failed to grown into its own separate and distinct sport after ten.
Amman has extreme examples of microclimate, and almost every district exhibits its own weather.	Amman is missing any extreme examples of microclimate, and almost every district exhibits the same weather.
His papers are held at the University of Alabama library.	His papers are missing from the University of Alabama library.
Due to this, Bahrain lost some of the high International rankings it had gained before.	Due to this, Bahrain was able to keep all of the high International rankings it had gained before.
He unsuccessfully appealed his conviction in 2002.	He very successfully appealed his conviction in 2002.
PCC provided its products to companies in the electronics, instrumentation, medical, telecommunication, and automotive industries.	PCC refused to provide its products to companies in the electronics, instrumentation, medical, telecommunication, and automotive industries.
It is found in Cambodia, China (Hunan, Fujian), Thailand and Vietnam.	It is nonexistent in Cambodia, China (Hunan, Fujian), Thailand and also in Vietnam.
David Patterson says that this Shared Memory uses idea of local scratchpad.	David Patterson says that this Shared Memory is built without the idea of local scratchpad.
These beaches are in deficit and the cliff line is retreating.	These beaches are in a surplus and the cliff line is exceeding.
It has a hipped roof, hip roof porch, and paneled corner pilasters.	It has a straight roof, plain roof porch, and unpaneled corner pilasters.
This partnership led to the signing of a Long Term Agreement in July, 2005.	This partnership failed to lead to the signing of a Long Term Agreement in July, 2005.
After school, she joined the New Zealand Women's Royal Army Corps (NZWRAC) for three years.	After school, she was prevented from joining the New Zealand Women's Royal Army Corps (NZWRAC) for three years.
It may be used against Plasmodium falciparum, the causative agent of malaria.	It is ineffective against Plasmodium falciparum, the causative agent of malaria.
Due to the density of herd populations, illnesses can spread very quickly between cattle.	Despite the density of herd populations, illnesses are unable to spread very quickly between cattle.
Furthermore, urgent cases from Bintulu hospital are also referred to this hospital.	However, urgent cases from Bintulu hospital are never referred to this hospital.
The results are given in the following.	The results are missing from the following.
He also served as an economy professor at Aleppo University.	He also refused to ever serve as an economy professor at Aleppo University.
It was financed wholly by Salt Lake County, and construction lasted from 1872.	It was refused to be financed by Salt Lake County, and construction ended before 1872.
The number of endemic species has changed many times over the years.	The number of endemic species has remained constant over the years.
Since then, the CPEC has started ecumenical dialogue with Anglican, Baptist.	Since then, the CPEC has refused to have any ecumenical dialogue with Anglican, Baptist.
Requiring a very strong password and not requiring it be changed is often better.	Requiring a very weak password and requiring it be changed a lot is often better.
Afterward, the source was safely recovered by the Thai authorities.	Afterward, the source was unable to be recovered by the Thai authorities.
In the mid-1970s, Presley became the national coordinator for the Association of Libertarian Feminists.	In the mid-1970s, Presley failed to become the national coordinator for the Association of Libertarian Feminists.
Grapsus grapsus was collected by Charles Darwin during his voyages on HMS Beagle.	Grapsus grapsus was unable to be collected by Charles Darwin during his voyages on HMS Beagle.
Plants and animals rely on different forest ecosystem stages to meet their habitat needs.	Plants and animals both rely on the same forest ecosystem stages to meet their habitat needs.
The station continued to air an R&B format.	The station refused to air an R&B format.
Many projects started by the previous regime were abandoned.	All of the projects started by the previous regime were completed.
The rest of the STs are very small in population size.	The rest of the STs are extremely massive in population size.
On January 11, 2005, Cotton enlisted in the United States Army.	On January 11, 2005, Cotton was prevented from enlisting in the United States Army.
Such events may both result from and contribute to global warming.	Such events are both unable to result from or contribute to global warming.
The schema is not fully backward compatible with v1.0.	The schema is right now fully backward compatible with v1.0.
Names are selected randomly from their list and retired once they are used.	Names are selected by sequence from their list and kept even once they are used.
The subdivision included the land that was the Bateman farm, on Greers Road.	The subdivision, by law, excluded the land that was the Bateman farm, on Greers Road.
Violence is seen as a way of ensuring compliance and preventing rebellion.	Violence is seen as a way of preventing compliance and ensuring rebellion.
In 1985 he started All-Party Committee Against Cults.	In 1985 he was prevented from starting All-Party Committee Against Cults.
Simon responded to Neisser's views in 1963 by writing a paper on emotional cognition.	Simon responded to Neisser's views in 1963 by refusing to write a paper on emotional cognition.
The fluorescence shows especially in nonpolar solvent s with a high quantum yield.	The fluorescence fails to show at all in nonpolar solvent s with a high quantum yield.
Numerous safety guidelines are available for storing and handling ammonium nitrate.	Any safety guidelines are missing for storing and handling ammonium nitrate.
The competition was not officially endorsed by FIFA.	The competition was fully officially endorsed by FIFA at the time.
In 1951, it purchased the Young-Noyes House as the home of the college president.	In 1951, it failed to purchase the Young-Noyes House as the home of the college president.
In 1987, Margolin established in Jerusalem the Yaron Margolin Dance Company.	In 1987, Margolin failed to establish in Jerusalem the Yaron Margolin Dance Company.
Law graduates are disproportionately represented in leadership positions in business and government.	Law graduates are very proportionately represented in leadership positions in business and government.
The park is made up of wet Mountain Ash Forest and Cool Temperate Rainforest.	The park is made up of dry Mountain Ash Forest and Extremely Hot Temperate Rainforest.
More recent cache designs also consider energy efficiency, fault tolerance, and other goals.	More recent cache designs have stopped considering energy efficiency, fault tolerance, or other goals.
The northbound tracks were opened on March 16;.	The northbound tracks were left closed on March 16;.
In February 2015, the decision was made to establish the Development Cooperation Charter.	In February 2015, the decision was made to prevent establishing the Development Cooperation Charter.
Those reasons led Tecgraf to implement the basic tools it needed from scratch.	Those reasons led Tecgraf to forget implementing the basic tools it needed from scratch.
She was formally re-arrested on January 22, 1947.	She was formally acquitted legally on January 22, 1947.
Lower restrictions apply at various locations.	Lower restrictions apply at none of the locations.
It can take other forms such as negative exponential.	It is unable to take any other forms such as negative exponential.
It is possible that its range extends into the nearby Cardamom Mountains of Cambodia.	It is impossible that its range could extend into the nearby Cardamom Mountains of Cambodia.
It is the world's largest financial centre.	It is the world's smallest such financial centre.
Ultimately he became a founding father of the new country of Liberia in Africa.	Ultimately he failed to become a founding father of the new country of Liberia in Africa.
It is found in eastern Turkey.	It is completely lacking in eastern Turkey.
It is the oldest church congregation in Davenport.	It is the most recent such church congregation in Davenport.
However, it may turn vengeful when the tree that they are inhabiting is cut down.	However, it is unable to turn vengeful even when the tree that they are inhabiting is cut down.
The best six results were counted towards the championship.	The best six results were discounted towards the championship by the rules.
At Woodstock, Metra offers passengers 9 daily trains to Chicago on weekdays (11 returning outbound).	At Woodstock, Metra refuses to offer passengers 9 daily trains to Chicago on weekdays (11 returning outbound).
During the civil war, the organization worked in cooperation with faction leader Mohamed Farrah Aidid.	During the civil war, the organization refused to work in cooperation with faction leader Mohamed Farrah Aidid.
Attribute-based encryption (ABE) can be used for log encryption.	Attribute-based encryption (ABE) is unable to be used for log encryption.
Julia Tutwiler Prison for Women houses the female death row.	Julia Tutwiler Prison for Women no longer houses the female death row.
Above it, a bright yellow stripe extends from head to tail.	Above it, a bright green stripe extends fully from head to tail.
It can be considered a natural extension of the wave equation for Riemannian manifolds.	It is unsuitable to be considered a natural extension of the wave equation for Riemannian manifolds.
The tree is distinguished by its orbicular crown, dense foliage and attractive exfoliating bark.	The tree is distinguished by its square crown, sparse foliage and unattractive exfoliating bark.
He has been described as a leftist economist and is a supporter of egalitarianism.	He has been described as a rightist economist and is an opponent of egalitarianism.
Based on this, Dobbie and Skiba claim that the payday loan market is high risk.	Based on this, Dobbie and Skiba claim that the payday loan market is likely very low risk.
The nest is a woven cup of grass-like material, placed usually in a subterranean burrow.	The nest is a woven cup of metal-like material, placed usually in a space field.
The Smith Tobacco Barn is an example of a traditional, flue-cured tobacco barn.	The Smith Tobacco Barn is an exemption to a traditional, flue-cured tobacco barn.
Many of the ancient woodlands survive in steep valleys or cloughs, of small extent.	All of the ancient woodlands are unable to survive in steep valleys or cloughs, of small extent.
The hindwings are grey, darker around the edge.	The hindwings are green, paler around the edge.
The postmedian area is white, suffused with silver-grey scales.	The postmedian area is green, suffused with red-purple scales.
Flexirent is alleged to have strong elements of predatory lending practices.	Flexirent is alleged to have very weak elements of predatory lending practices.
It was the oldest provider of theological education for the Methodist Church of Great Britain.	It was the most recent such provider of theological education for the Methodist Church of Great Britain.
The coast is subject to rapid marine erosion.	The coast is immune to any rapid marine erosion.
Written permission is required for access to the preserve.	Written permission is unnecessary for any access to the preserve.
Located within the district is the separately listed Clerc-Carson House.	Located quite far outside the district is the separately listed Clerc-Carson House.
In 1967, he won from Qila Raipur constituency, which he defended in 1969 too.	In 1967, he managed to lose from Qila Raipur constituency, which he defended in 1969 too.
The Zwentendorf plant was completed but has never produced electricity from nuclear energy.	The Zwentendorf plant was left uncompleted but has still produced electricity from nuclear energy.
Multiprogramming was an optional feature of DOS/360, selectable at system generation.	Multiprogramming was a mandatory feature of DOS/360, decided at system generation.
In 1987, the original owners sold the Starbucks chain to former manager.	In 1987, the original owners refused to sell the Starbucks chain to former manager.
All games are also broadcast on radio on WERC 105.5 FM and AM960.	All games are banned from being broadcast on radio on WERC 105.5 FM and AM960.
He considers Israel to be an example of an ethnic democracy.	He considers Israel to be an example of a failed state.
Multiple sclerosis does not increase the risk of congenital abnormality or miscarriage.	Multiple sclerosis greatly increases the risk of congenital abnormality or miscarriage.
It is endemic to North America, specifically Canada, Mexico, and the United States.	It is not local to North America, specifically Canada, Mexico, and the United States.
This can increase the spread of diseases or disrupt food cycles and reproduction.	This can decrease the dissemination of diseases or disrupt food cycles and reproduction.
Most of the stream flows through this natural area.	None of the stream pass through this natural area.
Lake Manjo is a small artificial pond.	Lake Manjo is a large natural pond.
Its early history was recorded by Hazel Bell.	Its early history was not noted by Hazel Bell.
Midler appealed to the Appellate court, 9th Circuit.	Midler decided not to appeal to the Appellate court, 9th Circuit.
Nachmanides and the author of the Sefer Hachinuch similarly follow this interpretation.	Nachmanides and the author of the Sefer Hachinuch also disregard this interpretation.
They are usually found only in professional environments,where connections are performed by qualified personnel.	They are seldom found only in professional environments,where connections are engendered by qualified personnel.
In 2006, it became the central office for the county school system.	In 2006, it served as the secondary office for the county school system.
Alternatively, a crossover can occur during DNA repair.	Alternatively, a crossover cannot happen during DNA repair.
One of his grandchildren was Anthony Trethowan, who became a member of parliament.	One of his grandchildren was Anthony Trethowan, who was denied membership from the parliament.
There is no public access to the interior of the tower.	There is no public access to the interior of the tower.
Worries about increasing (demographic) dependency ratio should thus be taken with caution.	Worries about increasing (demographic) dependency ratio should not be dealt with seriously.
Wade Hampton High School is accredited with the Southern Association of Colleges and Schools (SACS).	Wade Hampton High School is accredited with the Southern Association of Colleges and Schools (SACS).
This organization was founded around 1910 in Chicago.	This organization was disassembled around 1910 in Chicago.
It was added to the National Register of Historic Places in July 2006.	It was added to the National Register of Historic Places in July 2006.
Bondi Beach hosted the beach volleyball competition at the 2000 Summer Olympics.	Bondi Beach was unable to conduct the beach volleyball competition at the 2000 Summer Olympics.
This growth is largely accounted for by larger numbers of trips by domestic Indian travellers.	This growth is largely accounted for by larger numbers of trips by domestic Indian travellers.
Edwin Martin-Atkins (1778-1825) commissioned architect Richard Pace to add the wings in 1812.	Edwin Martin-Atkins (1778-1825) instructed architect Richard Pace to remove the wings in 1812.
The settlement had a school in 1908, and semi-weekly stage coach service in 1910.	The settlement did not contain a school in 1908, and semi-weekly stage coach service in 1910.
The common flowering dogwood has been placed on the endangered species list in Ontario.	The usual flowering dogwood has been placed on the safe species list in Ontario.
Taking his place, Henry Picker took notes from 21 March 1942 until 2 August 1942.	Working alongside him, Henry Picker took notes from 21 March 1942 until 2 August 1942.
Stratiomyinae is a different sub group that tends to have an affinity to aquatic environments.	Stratiomyinae is the same sub group that appears to have an affinity to aquatic environments.
The Little Colorado spinedace are now considered extirpated from the Silver Creek and its tributaries.	The Little Colorado spinedace are now deemed to be a part of the Silver Creek and its tributaries.
The vehicle can carry of pressurant.	The vehicle cannot carry of pressurant.
It is also the longest streak for all Cardinals outfielders.	It also serves as the shortes streak for all Cardinals outfielders.
This increases the automaticity of the behavior in that context.	This decreases the automaticity of the behavior in that perspective.
This includes lack of interest in elections, political events, public meetings, and voting.	This consists of a huge interest in elections, political events, public meetings, and voting.
The welfare activities are as follows.	The welfare activities are not as follows.
R&D in Scottish industry is lower than the rest of the UK ( RUK ).	R&D in Scottish industry is higher than the remainder of the UK ( RUK ).
It has a central hall plan and exterior double shouldered end chimneys.	It possesses a central hall plan and exterior single shouldered end chimneys.
That there was no medical consensus against assisted dying.	That there was general medical agreement against assisted dying.
His work contributed immeasurably to improving public health and disease control efforts.	His work contributed immeasurably to worsening public health and disease control attempts.
Steyn chose to be represented by attorney Daniel J. Kornstein.	Steyn chose not to be served by attorney Daniel J. Kornstein.
The first tranche with 1994 signatures was presented.	The first tranche with 1994 signatures was not showcased.
The timber is mainly used as construction wood, furniture, plywood, pulpwood and paper manufacture.	The timber is seldom made use of as construction wood, furniture, plywood, pulpwood and paper manufacture.
Bugh's brother, Jacob S. Bugh, was also a member of the Assembly.	Bugh's brother, Jacob S. Bugh, did not serve as a member of the Assembly.
It also continues to oppose the European Union and membership of the euro currency.	It still advocates the European Union and membership of the euro currency.
In the puffin, this is grown as part of its display plumage.	In the puffin, this is grown as separately from its display plumage.
Automated equipment to carry out complete blood counts was developed in the 1950s and 1960s.	Automated equipment to carry out complete blood counts was unheard of in the 1950s and 1960s.
He outlined the following distinguishing features of his approach in his Nobel lecture.	He ignored the following unique features of his approach in his Nobel lecture.
Triangle had sold its stations, including WNHC-AM-FM-TV, to Capital Cities Communications in 1971.	Triangle had given away its stations, not including WNHC-AM-FM-TV, to Capital Cities Communications in 1971.
A rapidly appreciating currency would be detrimental to the country's exports.	A rapidly appreciating currency would end up being advantageous to the country's exports.
It is known from the Democratic Republic of Congo, South Africa and Malawi.	It is not heard of from the Democratic Republic of Congo, South Africa and Malawi.
However, all early dissolving view slides seem to have been hand-painted.	However, all initial dissolving view slides appear to have been machine-painted.
Various courts have interpreted these offline protections to extend to the online world.	Various courts have interpreted these offline protections to stay separate from the online world.
This approach measures the extent to which individuals associate with particular cultural or ethnic groups.	This approach ignores the degree to which individuals associate with particular cultural or ethnic groups.
The wet season is a time when air quality improves, freshwater quality improves.	The wet season is a time when air quality declines, freshwater quality declines.
Each annex to a filed document must have page numbering.	Each annex to a filed document is not required to have page numbering.
Fixtures decided by a penalty shootout are counted as draws and not as defeats.	Fixtures decided by a penalty shootout are recorded as wins and not as draws.
Addition of 2% metal fiber increase the compressive strength to 43.0 MPa.	Addition of 2% metal fiber decreases the compressive strength to 43.0 MPa.
Grandhi Venkata Reddy Naidu served in his cabinet.	Grandhi Venkata Reddy Naidu did not work in his cabinet.
The franchise was briefly mentioned in the media earlier in February and March 2013.	The franchise was discussed in significant detail the media earlier in February and March 2013.
The Cartulary of the priory survives and is a primary source for its history.	The Cartulary of the priory no longer remains and was a secondary source for its history.
More advanced routing functions include network load balancing and fastest route algorithms.	More complex routing functions do not consist of network load balancing and fastest route algorithms.
Universal Network Objects operate within the UNO Runtime Environment (URE).	Universal Network Objects function separately from the UNO Runtime Environment (URE).
Those killed were mainly members of the Taiwanese elite.	Those killed were mostly members of the Taiwanese poor.
This information is then used to keep these files preloaded into memory.	This information is then used to keep separate these files from memory.
Contenders include the University of Wisconsin-Madison.	Contenders do not consist of the University of Wisconsin-Madison.
This provides some evidence for the past presence of liquid water.	This does not supply any evidence for the past presence of liquid water.
The SASR had recently developed a domestic counter terrorism capability establishing the Tactical Assault Group.	The SASR had recently failed at creating a domestic counter terrorism capability establishing the Tactical Assault Group.
No Marine Corps personnel, however, are eligible for this award.	All Marine Corps personnel, however, are applicable for this award.
It is found in Afghanistan and Turkmenistan.	It is absent from Afghanistan and Turkmenistan.
On July 27, 1925, it was restored.	On July 27, 1925, it underwent destruction.
NARI in late 1990s pioneered the development of electric cycle rickshaws in India.	NARI in late 1990s played no role in the creation of electric cycle rickshaws in India.
It is related to hexanitratoaluminate and tetraperchloratoaluminate all of which are highly oxidising energetic materials.	It has no corrrelation with hexanitratoaluminate and tetraperchloratoaluminate all of which are highly oxidising energetic materials.
Surveillance by consent should be regarded as analogous to policing by consent.	Surveillance by consent should be considered as similar to policing non-consensually.
The king himself sailed in her half-sister,.	The king himself abstained from sailing in her half-sister,.
Chinese astronomers even did preliminary work on the FAST radiotelescope as a prototype.	Chinese astronomers refrained from making a preliminary effort on the FAST radiotelescope as a prototype.
Maurice de Gosson has held longer visiting positions at Yale University.	Maurice de Gosson has held shorter visiting posts at Yale University.
In the United States, the prison system was designed to accommodate male inmates.	In the United States, the prison system was designed to cater only female inmates.
Some of his credits include Kanye West 's album Late Registration.	None of his credits consists of Kanye West 's album Late Registration.
The hospital offered its services only to the indigent.	The hospital offered its services to all the citizens.
Consideration of social needs, such as housing, is often considered.	Consideration of social needs, such as housing, is seldom given any importance.
The exception is the Liebermann reagent, which gives a bright yellow reaction.	The exception is the Liebermann reagent, which gives a dull green reaction.
These affiliates obtain access to liability insurance and other business and marketing support.	These affiliates are unable to acquire access to liability insurance and other business and marketing support.
It was intended to test the potential contribution of natural circulation technology to submarine quieting.	It was aimed to test the potential contribution of artificial circulation technology to submarine quieting.
It originally housed a general merchandise store.	It initially housed a hardware merchandise store.
Dom's daughters, Amie and Belinda have joined him as part of the executive team.	Dom's daughters, Amie and Belinda have abandoned him from their part of the executive team.
There is a larger number of small rural stations.	There is a smaller amount of small rural stations.
Crook Nursery is an average-sized school that serves the immediate area.	Crook Nursery is an unusual-sized school that caters to the immediate area.
Additional genera are not assigned to a family: Probactrotheca.	Additional genera are designated to a family: Probactrotheca.
This construction can be used to fix a problem in Kempe's Universality Theorem.	This construction cannot be used to solve a problem in Kempe's Universality Theorem.
Each gate is in the general shape of a T. Mandalas often exhibit radial balance.	Each gate is in the general shape of an M. Mandalas often depict radial imbalance.
He has also served several times in the cabinet of the Catalan government.	He has also worked only once in the cabinet of the Catalan government.
It is known from Kenya and Rwanda.	It is not heard of from Kenya and Rwanda.
Past charitable donations have included the Indiana University Jacobs School of Music.	Previous charitable donations have not included the Indiana University Jacobs School of Music.
Breeding seems to occur earlier in Vietnam than in China.	Breeding seems to happen later in Vietnam than in China.
It is now considered a perennial favorite, and Art Laboe has played it a lot.	It is now deemed a perennial unpopular, and Art Laboe has played it a lot.
WaterAid encouraged local villagers to design and construct better latrine for themselves.	WaterAid discouraged local villagers to design and build better latrine for themselves.
The following data are taken from the official website of NASA.	The following data are gathered from the unofficial website of NASA.
The sugar refining industry often uses bone char ( calcinated animal bones) for decolorizing.	The sugar refining industry seldom uses bone char ( calcinated animal bones) to decolorize.
The entrance is at the side.	The entrance is not situated on the side.
He argues against the 2 °C 'guardrail' target for limiting temperature rises.	He argues for the 2 C 'guardrail' target for restricting temperature rises.
This station is served by the Metro Gold Line.	This station is not catered to by the Metro Gold Line.
Noisy quantum processes are subject to detrimental noise.	Noisy quantum processes are subject to advantageous sounds.
He replied that neither is the Nazirite in the same category as the other violations.	He replied that neither is the Nazirite in a different category from the other violations.
The terms abuse and maltreatment are often used interchangeably in the literature.	The terms abuse and maltreatment are seldom used together in the literature.
Known as the Mount Vernon Compact (formally titled the Compact of 1785 ).	Popular as the Mount Vernon Compact (formally titled the Compact of 1685 ).
The bridge is reinforced concrete faced in mica schist.	The bridge is weak wood faced in mica schist.
The episode has been used to examine the treatment of female characters in South Park.	The episode has been used to study the treatment of male characters in South Park.
Burrage, spent several years mapping property boundaries and organizing fire protection.	Burrage, spent several years mapping property boundaries and organizing do not possess protection.
Second generation Maxwell introduced several new technologies: Dynamic Super Resolution, Third Generation Delta Color Compression.	Second generation Maxwell proposed several old technologies: Dynamic Super Resolution, Third Generation Delta Color Compression.
In its gut contents were found filamentous blue-green algae, chlorophyte s, diatom s and bark.	In its gut contents were noticed filamentous yellow-red algae, chlorophyte s, diatom s and bark.
It is sheathed in weatherboard and has a gable roof.	It is unsheathed in weatherboard and possesses a gable roof.
Other influences include teachers, family, culture, stereotypes and role models throughout school.	Other impacts do not include teachers, family, culture, stereotypes and role models throughout school.
The first-place team in 2011 also employed LTI's front-end technology, but with its own back-end.	The first-place team in 2011 hired LTI's front-end technology, along with their back-end.
In turn, Otothyropsis has a sister group relationship with the clade Otothyris plus Pseudotothyris.	In turn, Otothyropsis has a very fragmented relationship with the clade Otothyris plus Pseudotothyris.
The weaving house served as the original farm house.	The weaving house acted as the temporary farm house.
He was also appointed editor of the newly founded daily Al Gomhuria.	He was not hired editor of the newly founded daily Al Gomhuria.
Consequently, it is conceivable that one's temporal perception would slow down when experiencing awe.	As a result, it is conceivable that one's temporal perception would quickenn down when experiencing awe.
The device is sometimes also called a water column in the United States.	The device is always termed as a water column in the United States.
Her debut novel Blood of Dreams won the 2007 Aurealis Award for best horror novel.	Her famous novel Blood of Dreams lost the 2007 Aurealis Award for best horror novel.
It is found in most habitats throughout Africa south of the Sahara.	It is seldom observed in habitats throughout Africa south of the Sahara.
Most of the population of Santorini had to emigrate to Piraeus and Athens.	Very few of the inhabitants of Santorini had to emigrate to Piraeus and Athens.
This secondary array uses pumped-fluid cooling to maintain operating temperature.	This secondary array makes use of pumped-fluid cooling to vary operating temperature.
The Melrose was listed on the National Register of Historic Places in 1989.	The Melrose was not recorded on the National Register of Historic Places in 1989.
Some family names are named after locations due to settlers associating location with caln names.	No family names are named after locations because of settlers associating location with caln names.
It relocated in 2001 to Eaton's former location.	It shifted in 2001 to Eaton's present location.
